split_mode,Scope,Setting,BP,MAE,R²,ME,STD,≤5 mmHg,≤10 mmHg,≤15 mmHg,AAMI,BHS
chronological_blocked,Overall,personal_profile_code32_no_reliability,SBP,5.471697002756834,0.8593932997035183,0.059732689292532,7.707512045985963,59.56484641638225,85.16211604095562,94.2235494880546,PASS*,PASS (Grade B)*
chronological_blocked,Overall,personal_profile_code32_no_reliability,DBP,2.9905613435645733,0.862647556068391,-0.111284697387115,4.608533975210281,82.98756704046806,96.25304729400293,98.85543637250122,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,personal_profile_code32_no_reliability,SBP,5.371129614946042,0.8832116676789278,0.2520796812606494,7.740346114657443,61.310583580613255,85.79376854599407,94.23343224530169,PASS*,PASS (Grade B)*
chronological_blocked,MIMIC,personal_profile_code32_no_reliability,DBP,2.8361505612657285,0.8762490592776578,-0.0366595904504038,4.547154852553497,84.95548961424332,96.06824925816024,98.4965380811078,PASS*,PASS (Grade A)*
chronological_blocked,VitalDB,personal_profile_code32_no_reliability,SBP,5.569460107638286,0.8137497366957114,-0.1272507807841667,7.67093003443727,57.86778846153846,84.54807692307692,94.2139423076923,PASS*,PASS (Grade B)*
chronological_blocked,VitalDB,personal_profile_code32_no_reliability,DBP,3.1406664405877773,0.8421373045205567,-0.1838289119188602,4.666338706266108,81.07451923076923,96.4326923076923,99.20432692307692,PASS*,PASS (Grade A)*
chronological_blocked,Overall,personal_profile_code32_reliability,SBP,5.574009212640831,0.8539082220404324,0.4450150434474489,7.844031533685309,58.849341784495365,84.70136518771331,93.73110677718186,PASS*,PASS (Grade B)*
chronological_blocked,Overall,personal_profile_code32_reliability,DBP,3.053951393691927,0.8572249815545652,0.0296441628955039,4.6999004106344655,82.4914675767918,96.17991223793273,98.7993661628474,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,personal_profile_code32_reliability,SBP,5.50298838620134,0.8769774002315754,0.3405369162441597,7.941167155697536,60.637982195845694,85.06429277942631,93.52621167161227,PASS*,PASS (Grade B)*
chronological_blocked,MIMIC,personal_profile_code32_reliability,DBP,2.935938288455665,0.8684053843851224,-0.023145845217002,4.689141873189925,84.24826904055391,96.08555885262116,98.37784371909,PASS*,PASS (Grade A)*
chronological_blocked,VitalDB,personal_profile_code32_reliability,SBP,5.643049650650758,0.8091354198448744,0.5465798382575695,7.747182335701049,57.11057692307693,84.3485576923077,93.93028846153844,PASS*,PASS (Grade B)*
chronological_blocked,VitalDB,personal_profile_code32_reliability,DBP,3.1686737488783323,0.8393830822563377,0.0809621419356419,4.709824596967751,80.78365384615384,96.2716346153846,99.2091346153846,PASS*,PASS (Grade A)*
chronological_blocked,Overall,personal_profile_code64_reliability,SBP,5.49824703022191,0.8562957516815393,0.3262542602319592,7.785348194231545,59.69283276450512,84.9549000487567,93.99683081423696,PASS*,PASS (Grade B)*
chronological_blocked,Overall,personal_profile_code64_reliability,DBP,3.0087094085150263,0.8604586774697108,-0.0944500262884905,4.645504173307825,82.965626523647,96.20307167235497,98.81033642125792,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,personal_profile_code64_reliability,SBP,5.390605389211109,0.879777297993426,0.4395906755879418,7.845188033323741,61.65677546983185,85.93471810089021,93.85262116716125,PASS*,PASS (Grade B)*
chronological_blocked,MIMIC,personal_profile_code64_reliability,DBP,2.8759861105155755,0.8716042644090507,-0.0306998168443477,4.63175270476583,84.81701285855588,96.01632047477744,98.45697329376854,PASS*,PASS (Grade A)*
chronological_blocked,VitalDB,personal_profile_code64_reliability,SBP,5.602887125473756,0.811007655829955,0.2160781872272491,7.72523335364333,57.78365384615385,84.00240384615385,94.13701923076924,PASS*,PASS (Grade B)*
chronological_blocked,VitalDB,personal_profile_code64_reliability,DBP,3.1377317683971846,0.8427640753846846,-0.1564225856615946,4.658052669325119,81.16586538461539,96.3846153846154,99.15384615384616,PASS*,PASS (Grade A)*
chronological_blocked,Overall,personal_profile_code32_stable_only,SBP,6.528049081898154,0.8068332638757456,0.3705602531023922,9.026611886725806,51.4870794734276,79.3466601657728,91.27986348122867,FAIL*,PASS (Grade B)*
chronological_blocked,Overall,personal_profile_code32_stable_only,DBP,3.568252550224628,0.8199434906299496,-0.2242920195748316,5.273307600084211,77.15504631886884,94.50511945392492,98.38737201365188,PASS*,PASS (Grade A)*
chronological_blocked,MIMIC,personal_profile_code32_stable_only,SBP,6.540934688896383,0.8347113120695507,0.351181708882046,9.206544940723028,52.47527200791296,79.61177052423342,91.09297725024727,FAIL*,PASS (Grade B)*
chronological_blocked,MIMIC,personal_profile_code32_stable_only,DBP,3.4201754349275584,0.8337814448804715,-0.1551709788253588,5.267821106766706,79.83432245301681,94.74035608308606,97.98961424332344,PASS*,PASS (Grade A)*
chronological_blocked,VitalDB,personal_profile_code32_stable_only,SBP,6.515522785095068,0.7517796459140229,0.3893984340704404,8.848259596603775,50.52644230769231,79.0889423076923,91.46153846153848,FAIL*,PASS (Grade B)*
chronological_blocked,VitalDB,personal_profile_code32_stable_only,DBP,3.712200592114375,0.7977506227856608,-0.2914856466880211,5.277831272348983,74.55048076923076,94.2764423076923,98.77403846153848,PASS*,PASS (Grade A)*
